CASE_ID,FARM_ID,member_id,relation_type,other_relation,house_head,sex,age,highest_edu,bank_status,socialmedia,current_location,current_status,status_2021,current_monthly_income,monthly_income_2021
4986714,7631,2,Spouse,,,Female,38,,No,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",,
4986864,7366,1,1,,Yes,Female,58,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",2000 to 5000 UAH,2000 to 5000 UAH
4986885,7900,1,1,,No,Female,26,Base higher (bachelor degree),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4986885,7900,2,Spouse,,Yes,Male,41,Higher (master degree or PhD),Yes,Yes,This village,Unemployed (seeking for job),Employed by an employer (in the private or public sector),No income,5000 to 10000 UAH
4986889,7467,1,1,,Yes,Male,37,Base higher (bachelor degree),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4986956,10202,1,1,,Yes,Male,43,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,
4986956,10202,2,Spouse,,No,Female,44,,,,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),,
4986960,8429,1,1,,Yes,Male,41,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4986961,8486,1,1,,Yes,Male,47,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4986961,8486,2,Spouse,,Yes,Female,46,"Vocational school (PTU, lyceum)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),2000 to 5000 UAH,2000 to 5000 UAH
4986961,8486,3,Daughter/Son,,Yes,Male,24,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Unemployed (seeking for job),5000 to 10000 UAH,No income
4987210,9431,1,1,,Yes,Female,45,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4987210,9431,2,Daughter/Son,,No,Male,20,Complete secondary school,Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4987210,9431,3,Daughter/Son,,No,Female,25,Base higher (bachelor degree),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4987425,10378,1,1,,Yes,Male,41,Higher (master degree or PhD),Yes,No,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),No income,
4987425,10378,2,Spouse,,No,Female,38,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,
4987425,10378,3,Daughter/Son,,No,Male,17,Some secondary school,No,Yes,Different Oblast,Student,Student,No income,No income
4987448,7447,1,1,,Yes,Male,37,Higher (master degree or PhD),Yes,No,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),More than 15000 UAH,More than 15000 UAH
4987448,7447,2,Spouse,,No,Female,42,Complete secondary school,Yes,Yes,This village,Employed by an employer (in the private or public sector),Unemployed (seeking for job),5000 to 10000 UAH,No income
4987448,7447,3,Daughter/Son,,No,Male,17,Some secondary school,Yes,Yes,This village,Student,Student,Up to 2 000 UAH,Up to 2 000 UAH
4991094,8369,1,1,,Yes,Male,64,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",2000 to 5000 UAH,2000 to 5000 UAH
4991222,10136,1,1,,Yes,Male,46,Higher (master degree or PhD),No,Yes,This village,Housewife (incl. maternity leave),"Carrying out independent activity, profession (own business, shop, farm, free profession)",,More than 15000 UAH
4991222,10136,2,Mother-in-law/Father-in-law,,No,Female,40,Higher (master degree or PhD),No,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),2000 to 5000 UAH,2000 to 5000 UAH
4991229,8558,1,1,,Yes,Male,37,,Yes,,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,
4991229,8558,2,Spouse,,,Female,,,Yes,,Abroad,Housewife (incl. maternity leave),Housewife (incl. maternity leave),,
4991438,10647,1,1,,Yes,Male,42,Higher (master degree or PhD),Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",,
4991438,10647,2,Spouse,,No,Female,39,Higher (master degree or PhD),Yes,Yes,Different Rayon in the same Oblast,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4991542,7689,1,1,,Yes,Male,50,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)",Unemployed (seeking for job),5000 to 10000 UAH,No income
4991542,7689,2,Spouse,,No,Female,38,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4991542,7689,3,Daughter/Son,,Yes,Male,16,Some secondary school,Yes,Yes,This village,Student,Student,No income,No income
4991607,8838,1,1,,Yes,Male,60,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",2000 to 5000 UAH,2000 to 5000 UAH
4991607,8838,2,Spouse,,No,Female,45,Complete secondary school,No,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4991661,7937,1,1,,Yes,Male,45,,Yes,Yes,This village,Seasonal worker,Housewife (incl. maternity leave),No income,Up to 2 000 UAH
4991661,7937,2,Spouse,,No,Female,43,"Secondary special, incomplete higher (technical school, college)",,Yes,This village,"Supporting members in the family enterprise, shop, farm",Housewife (incl. maternity leave),No income,
4991661,7937,3,Daughter/Son,,No,Female,20,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,Different Rayon in the same Oblast,Student,Student,Up to 2 000 UAH,
4991731,10129,1,1,,Yes,Female,30,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,5000 to 10000 UAH
4991731,10129,2,Spouse,,Yes,Male,32,Higher (master degree or PhD),No,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,5000 to 10000 UAH
4991748,7539,1,1,,Yes,Male,56,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,2000 to 5000 UAH
4991748,7539,2,Spouse,,,Female,42,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4991843,9480,1,1,,Yes,Male,54,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4991855,7580,1,1,,Yes,Male,33,Base higher (bachelor degree),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)",Employed by an employer (in the private or public sector),,5000 to 10000 UAH
4991855,7580,2,Spouse,,Yes,Female,32,"Vocational school (PTU, lyceum)",Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4992041,9888,1,1,,Yes,Male,48,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4992041,9888,2,Mother/Farther,,No,Male,80,Higher (master degree or PhD),No,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4992041,9888,3,Mother/Farther,,No,Female,78,Higher (master degree or PhD),Yes,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4992109,9264,1,1,,Yes,Male,57,"Vocational school (PTU, lyceum)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,5000 to 10000 UAH
4992109,9264,2,Spouse,,No,Female,55,"Secondary special, incomplete higher (technical school, college)",No,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),,
4992111,10606,1,1,,Yes,Male,62,,,,This village,,,,
4992199,11056,1,1,,Yes,Male,63,Higher (master degree or PhD),Yes,,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4992199,11056,2,Spouse,,No,Female,63,Higher (master degree or PhD),Yes,,This village,Pensioner,Pensioner,,
4992241,8768,1,1,,No,Female,59,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4992241,8768,2,Spouse,,Yes,Male,69,Complete secondary school,Yes,Yes,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4992312,9108,1,1,,Yes,Male,66,Higher (master degree or PhD),Yes,No,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",2000 to 5000 UAH,5000 to 10000 UAH
4992312,9108,2,Spouse,,No,Female,60,Higher (master degree or PhD),Yes,No,This village,Unable to work,,2000 to 5000 UAH,Up to 2 000 UAH
4992402,9715,1,1,,Yes,Male,57,Higher (master degree or PhD),Yes,No,This village,,,10000 to 15000 UAH,
4992494,8681,1,1,,Yes,Male,50,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,2000 to 5000 UAH
4992636,8322,1,1,,,Female,37,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,10000 to 15000 UAH
4992636,8322,2,Spouse,,,Male,39,Higher (master degree or PhD),Yes,Yes,This village,"Work based on engagement contract, author contract",,,
4992686,8954,1,1,,Yes,Male,54,Complete secondary school,Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,10000 to 15000 UAH
4992686,8954,2,Spouse,,Yes,Female,52,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),No income,10000 to 15000 UAH
4992686,8954,3,Daughter/Son,,No,Male,31,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,10000 to 15000 UAH
4992686,8954,4,Daughter/Son,,No,Female,24,Higher (master degree or PhD),Yes,Yes,This village,Unemployed (seeking for job),Employed by an employer (in the private or public sector),No income,5000 to 10000 UAH
4993134,8896,1,1,,,Male,58,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,No income
4993134,8896,2,Spouse,,No,Female,50,Higher (master degree or PhD),,,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),No income,No income
4993246,8053,1,1,,Yes,Male,35,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4993246,8053,2,Spouse,,No,Female,35,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4993403,7634,1,1,,Yes,Male,58,Higher (master degree or PhD),Yes,Yes,This village,Unable to work,Unable to work,More than 15000 UAH,More than 15000 UAH
4993403,7634,2,Spouse,,No,Female,50,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",5000 to 10000 UAH,5000 to 10000 UAH
4993403,7634,3,Daughter/Son,,No,Male,25,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4993403,7634,4,Daughter/Son,,No,Male,21,Higher (master degree or PhD),No,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4993480,7541,1,1,,Yes,Male,57,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4993480,7541,2,Daughter/Son,,Yes,Male,25,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4993480,7541,3,Spouse,,No,Female,35,Higher (master degree or PhD),Yes,Yes,Abroad,"Supporting members in the family enterprise, shop, farm","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,More than 15000 UAH
4993540,9932,1,1,,,Male,,,,,This village,,,,
4993540,9932,2,Spouse,,,Female,,,,,,,,,
4993805,8286,1,1,,Yes,Male,55,"Vocational school (PTU, lyceum)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,
4993805,8286,2,Spouse,,No,Female,50,Higher (master degree or PhD),Yes,No,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),,
4993898,7961,1,1,,No,Male,53,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",2000 to 5000 UAH,2000 to 5000 UAH
4993898,7961,2,Spouse,,No,Female,47,Higher (master degree or PhD),No,No,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4994176,8255,1,1,,Yes,Male,23,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Supporting members in the family enterprise, shop, farm",10000 to 15000 UAH,No income
4994176,8255,2,Mother/Farther,,No,Female,57,Higher (master degree or PhD),Yes,Yes,This village,"Supporting members in the family enterprise, shop, farm","Work based on engagement contract, author contract",More than 15000 UAH,More than 15000 UAH
4994176,8255,3,Sister/Brother,,No,Female,30,Higher (master degree or PhD),No,Yes,This village,Employed by an employer (in the private or public sector),"Work based on engagement contract, author contract",5000 to 10000 UAH,5000 to 10000 UAH
4994365,7781,1,1,,Yes,Male,52,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4994365,7781,2,Spouse,,No,Female,52,Higher (master degree or PhD),Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",10000 to 15000 UAH,10000 to 15000 UAH
4994365,7781,3,Daughter/Son,,No,Female,23,Base higher (bachelor degree),Yes,Yes,Abroad,Student,"Work based on engagement contract, author contract",10000 to 15000 UAH,10000 to 15000 UAH
4994365,7781,4,Daughter/Son,,No,Female,28,Higher (master degree or PhD),Yes,Yes,Another village in the same Rayon,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),More than 15000 UAH,More than 15000 UAH
4994549,7899,1,1,,Yes,Male,54,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4994549,7899,2,Spouse,,No,Female,54,Complete secondary school,No,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4994549,7899,3,Daughter/Son,,No,Male,24,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4994549,7899,4,Other (specify),daughter-in-law,No,Female,26,Higher (master degree or PhD),Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),2000 to 5000 UAH,2000 to 5000 UAH
4994787,5888,1,1,,Yes,Male,64,Complete secondary school,Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4994787,5888,2,Spouse,,No,Female,59,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Unemployed (seeking for job),Unemployed (seeking for job),No income,2000 to 5000 UAH
4994841,7436,1,1,,Yes,Male,38,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,5000 to 10000 UAH
4994841,7436,2,Spouse,,No,Female,34,Higher (master degree or PhD),Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4994891,8247,1,1,,,Male,39,Higher (master degree or PhD),Yes,Yes,This village,Housewife (incl. maternity leave),"Supporting members in the family enterprise, shop, farm",No income,
4994891,8247,2,Spouse,,No,Female,35,Higher (master degree or PhD),Yes,Yes,,"Supporting members in the family enterprise, shop, farm","Supporting members in the family enterprise, shop, farm",No income,More than 15000 UAH
4994891,8247,3,Mother/Farther,,Yes,Female,66,"Vocational school (PTU, lyceum)",Yes,Yes,Abroad,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,More than 15000 UAH
4995096,5436,1,1,,No,Female,59,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4995096,5436,2,Spouse,,Yes,Male,64,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4996343,8990,1,1,,Yes,Male,46,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4996343,8990,2,Sister/Brother,,Yes,Male,50,Higher (master degree or PhD),Yes,No,No longer alive,,"Carrying out independent activity, profession (own business, shop, farm, free profession)",,10000 to 15000 UAH
4997027,10614,1,1,,Yes,Female,42,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,10000 to 15000 UAH
4997027,10614,2,Spouse,,Yes,Male,43,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4997027,10614,3,Daughter/Son,,No,Male,18,Complete secondary school,No,Yes,This village,Student,Student,No income,No income
4997240,5640,1,1,,Yes,Male,47,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4997240,5640,2,Spouse,,Yes,Female,41,Higher (master degree or PhD),Yes,Yes,This village,Housewife (incl. maternity leave),Employed by an employer (in the private or public sector),No income,5000 to 10000 UAH
4997495,10452,1,1,,Yes,Male,50,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4997495,10452,2,Spouse,,Yes,Female,45,Higher (master degree or PhD),Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",5000 to 10000 UAH,5000 to 10000 UAH
4997495,10452,3,Daughter/Son,,No,Female,20,Complete secondary school,No,Yes,This village,Student,Student,No income,No income
4997558,5620,1,1,,Yes,Male,50,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4997558,5620,2,Spouse,,No,Female,50,Higher (master degree or PhD),Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4997558,5620,3,Daughter/Son,,No,Female,30,Higher (master degree or PhD),Yes,Yes,Abroad,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),,
4997598,9837,1,1,,No,Female,49,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4997633,6558,1,1,,Yes,Male,56,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,10000 to 15000 UAH
4997633,6558,2,Spouse,,Yes,Female,60,Complete secondary school,Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4997633,6558,3,Daughter/Son,,Yes,Male,24,Higher (master degree or PhD),Yes,Yes,This village,Unemployed (seeking for job),Unemployed (seeking for job),No income,No income
4997675,11150,1,1,,Yes,Male,70,Complete secondary school,Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4997675,11150,2,Daughter/Son,,No,Male,45,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,Pensioner,Employed by an employer (in the private or public sector),2000 to 5000 UAH,5000 to 10000 UAH
4997675,11150,3,Mother/Farther,,No,Female,65,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4997675,11150,4,Mother/Farther,,Yes,Male,70,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4997678,6069,1,1,,No,Female,50,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4997678,6069,2,Spouse,,Yes,Male,52,"Secondary special, incomplete higher (technical school, college)",Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4997678,6069,3,Daughter/Son,,No,Female,28,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4997678,6069,4,Daughter/Son,,No,Female,30,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4997803,7966,1,1,,Yes,Male,35,Higher (master degree or PhD),Yes,Yes,This village,"Supporting members in the family enterprise, shop, farm","Supporting members in the family enterprise, shop, farm",5000 to 10000 UAH,5000 to 10000 UAH
4997803,7966,2,Spouse,,Yes,Female,33,Higher (master degree or PhD),Yes,Yes,Different Oblast,"Supporting members in the family enterprise, shop, farm","Supporting members in the family enterprise, shop, farm",2000 to 5000 UAH,5000 to 10000 UAH
4997803,7966,3,Grandmother/Grandfather,,No,Male,79,Higher (master degree or PhD),Yes,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4997803,7966,4,Grandmother/Grandfather,,No,Female,75,Higher (master degree or PhD),Yes,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4998347,9889,1,1,,Yes,Male,50,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4998347,9889,2,Spouse,,No,Female,48,Higher (master degree or PhD),Yes,Yes,Abroad,"Work based on engagement contract, author contract","Carrying out independent activity, profession (own business, shop, farm, free profession)",No income,More than 15000 UAH
4998347,9889,3,Daughter/Son,,No,Female,17,Complete secondary school,Yes,Yes,Abroad,Student,Student,No income,No income
4998403,7367,1,1,,Yes,Male,66,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4998403,7367,2,Spouse,,No,Female,68,Higher (master degree or PhD),Yes,Yes,This village,Pensioner,Pensioner,5000 to 10000 UAH,5000 to 10000 UAH
4998631,6591,1,1,,,Male,41,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,
4998680,6604,1,1,,No,Male,37,Higher (master degree or PhD),Yes,Yes,This village,,,No income,
4998680,6604,2,Mother/Farther,,Yes,Male,70,Complete secondary school,No,No,This village,Pensioner,Unable to work,2000 to 5000 UAH,Up to 2 000 UAH
4998680,6604,3,Mother/Farther,,No,Female,65,Complete secondary school,No,No,This village,Pensioner,Pensioner,Up to 2 000 UAH,Up to 2 000 UAH
4998739,5334,1,1,,Yes,Male,41,Higher (master degree or PhD),Yes,,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,
4998739,5334,2,Spouse,,No,Female,,,Yes,,This village,,,,
4998868,6988,1,1,,Yes,Male,54,Complete secondary school,Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",2000 to 5000 UAH,5000 to 10000 UAH
4999020,7555,1,1,,Yes,Female,50,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,
4999029,5604,1,1,,Yes,Male,42,,Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4999029,5604,2,,,,Female,,,,,,,,,
4999307,6214,1,1,,No,Female,62,Higher (master degree or PhD),Yes,No,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",2000 to 5000 UAH,2000 to 5000 UAH
