CASE_ID,FARM_ID,region,regname,respondent,Sex,Age,highest_Degree,Farm_area(ha),respondant_region,resident_type
4991222,10136,Central,Poltava,,,,,57,Poltavska Oblast,Village
4983853,7836,Central,Poltava,Manager without any relationship to owner,Female,48,Higher (master degree or PhD),111,Poltavska Oblast,Urban-type settlement (SMT)
4986956,10202,Central,Poltava,Manager without any relationship to owner,Female,37,Higher (master degree or PhD),160,Poltavska Oblast,Town up to 20 000 inhabitants
4993246,8053,Central,Poltava,,,,,282,Poltavska Oblast,Town 20 - 49 000 inhabitants
4936789,5688,Central,Poltava,,,,,300,Poltavska Oblast,Village
4991094,8369,Central,Poltava,Manager without any relationship to owner,Female,58,Higher (master degree or PhD),59,Poltavska Oblast,Village
4868127,3240,Central,Poltava,,,,,20,Poltavska Oblast,Urban-type settlement (SMT)
4886244,763,Central,Poltava,Manager without any relationship to owner,Female,36,Higher (master degree or PhD),236,Poltavska Oblast,City 100-499 000 inhabitants
4982962,11163,Central,Poltava,Manager without any relationship to owner,Female,26,Higher (master degree or PhD),4000,Poltavska Oblast,Village
4966995,10940,Central,Poltava,,,,,13,Poltavska Oblast,Village
4965396,5637,Central,Poltava,,,,,168,Poltavska Oblast,Village
5000085,9636,Central,Poltava,Manager without any relationship to owner,Male,46,Base higher (bachelor degree),350,Poltavska Oblast,Urban-type settlement (SMT)
4998680,6604,Central,Poltava,,,,,75,Poltavska Oblast,Village
4850594,3416,Central,Poltava,,,,,60,Poltavska Oblast,Village
4982933,7754,Central,Poltava,,,,,117,Poltavska Oblast,Town 50 - 99 000 inhabitants
4856092,888,Central,Poltava,,,,,420,Poltavska Oblast,Village
4899421,1985,Central,Poltava,,,,,120,Poltavska Oblast,Town up to 20 000 inhabitants
6459029,6269,Central,Poltava,Relative of owner but not household member,Male,41,Higher (master degree or PhD),67,Poltavska Oblast,Village
6298420,11623,Central,Poltava,Manager without any relationship to owner,Male,61,Higher (master degree or PhD),6000,Poltavska Oblast,Town up to 20 000 inhabitants
4893550,7006,Central,Poltava,,,,,20,Poltavska Oblast,Urban-type settlement (SMT)
4984563,8924,Central,Poltava,Manager without any relationship to owner,Female,25,Higher (master degree or PhD),501,Poltavska Oblast,City 100-499 000 inhabitants
4763712,2141,Central,Poltava,,,,,75,Poltavska Oblast,Urban-type settlement (SMT)
4837392,1605,Central,Poltava,Manager without any relationship to owner,Female,66,Higher (master degree or PhD),50,Poltavska Oblast,Village
4884794,5309,Central,Poltava,,,,,38,Poltavska Oblast,Village
4983717,10533,Central,Poltava,,,,,120,Poltavska Oblast,Village
4793611,1201,Central,Poltava,,,,,195,Poltavska Oblast,Urban-type settlement (SMT)
4981922,10862,Central,Poltava,,,,,88,Poltavska Oblast,Village
4896014,3229,Central,Poltava,,,,,20,Poltavska Oblast,Urban-type settlement (SMT)
4846514,3640,Central,Poltava,Relative of owner but not household member,Female,40,Higher (master degree or PhD),56,Poltavska Oblast,Village
4759861,3653,Central,Poltava,Manager without any relationship to owner,Female,35,Higher (master degree or PhD),50,Poltavska Oblast,Town up to 20 000 inhabitants
4901079,1418,Central,Poltava,,,,,80,Poltavska Oblast,Village
4972130,8077,Central,Poltava,,,,,85,Poltavska Oblast,Village
4837393,2544,Central,Poltava,,,,,230,Poltavska Oblast,Town up to 20 000 inhabitants
6399748,11303,Central,Poltava,,,,,800,Poltavska Oblast,Village
4910538,6726,Central,Poltava,,,,,50,Poltavska Oblast,Village
6379537,3010,Central,Poltava,Manager without any relationship to owner,Female,62,Higher (master degree or PhD),64,Poltavska Oblast,Urban-type settlement (SMT)
4797907,988,Central,Poltava,,,,,50,Poltavska Oblast,Village
6452259,9283,Central,Poltava,Manager without any relationship to owner,Female,40,"Secondary special, incomplete higher (technical school, college)",1183,Poltavska Oblast,Town 20 - 49 000 inhabitants
5016517,7456,Central,Poltava,,,,,162,Poltavska Oblast,Village
4851910,2602,Central,Poltava,,,,,130,Poltavska Oblast,Village
4809215,753,Central,Poltava,Manager without any relationship to owner,Female,60,"Secondary special, incomplete higher (technical school, college)",106,Poltavska Oblast,Urban-type settlement (SMT)
5009246,1673,Central,Poltava,,,,,119,Poltavska Oblast,Town up to 20 000 inhabitants
4818162,3249,Central,Poltava,,,,,65,Poltavska Oblast,City 100-499 000 inhabitants
6455238,7505,West,Rivne,Manager without any relationship to owner,Female,45,Higher (master degree or PhD),800,Rivnenska Oblast,Town up to 20 000 inhabitants
4979541,8199,West,Rivne,,,,,200,Rivnenska Oblast,Village
4826111,1355,West,Rivne,,,,,44,Rivnenska Oblast,Village
4910461,5364,West,Rivne,,,,,198,Rivnenska Oblast,Village
4866270,4826,West,Rivne,Relative of owner but not household member,Female,37,Higher (master degree or PhD),4,Rivnenska Oblast,Village
6461583,466,West,Rivne,,,,,1700,Rivnenska Oblast,Village
5017725,9561,West,Rivne,,,,,6,Rivnenska Oblast,Village
4786350,3689,West,Rivne,,,,,840,Rivnenska Oblast,Village
4792918,3976,West,Rivne,,,,,7,Rivnenska Oblast,Village
6373885,8147,West,Rivne,Manager without any relationship to owner,Female,36,Higher (master degree or PhD),3184,Rivnenska Oblast,Village
4916488,2715,West,Rivne,Manager without any relationship to owner,Female,48,"Secondary special, incomplete higher (technical school, college)",150,Rivnenska Oblast,Village
4958823,7996,West,Rivne,,,,,60,Rivnenska Oblast,Village
4877756,520,West,Rivne,,,,,2157,Rivnenska Oblast,Village
4900272,6725,West,Rivne,,,,,2,Rivnenska Oblast,Village
4949467,9112,West,Rivne,,,,,106,Rivnenska Oblast,Village
4933008,6872,West,Rivne,,,,,10,Rivnenska Oblast,Village
5034115,8106,West,Rivne,Manager without any relationship to owner,Male,31,Higher (master degree or PhD),600,Rivnenska Oblast,Village
5003244,1058,West,Rivne,,,,,1500,Rivnenska Oblast,Town 20 - 49 000 inhabitants
4795737,961,West,Rivne,,,,,400,Rivnenska Oblast,Town up to 20 000 inhabitants
4795966,4674,West,Rivne,,,,,2,Rivnenska Oblast,Village
4918091,4785,West,Rivne,,,,,80,Rivnenska Oblast,Village
4874055,898,West,Rivne,,,,,94,Rivnenska Oblast,Village
4766076,11285,West,Rivne,,,,,4,Rivnenska Oblast,Village
4913052,5056,West,Rivne,,,,,119,Rivnenska Oblast,Village
4850366,833,West,Rivne,Manager without any relationship to owner,Female,42,Higher (master degree or PhD),180,Rivnenska Oblast,Town 20 - 49 000 inhabitants
6387336,7334,West,Rivne,,,,,118,Rivnenska Oblast,Village
4903464,6849,West,Rivne,,,,,2,Rivnenska Oblast,Village
4803399,1969,West,Rivne,,,,,8,Rivnenska Oblast,Village
4948852,10311,West,Rivne,Manager without any relationship to owner,Female,42,"Secondary special, incomplete higher (technical school, college)",5300,Rivnenska Oblast,Village
4900642,1495,West,Rivne,,,,,360,Rivnenska Oblast,Town up to 20 000 inhabitants
4802155,3843,West,Rivne,,,,,3,Rivnenska Oblast,Village
4967711,5207,West,Rivne,,,,,75,Rivnenska Oblast,Village
4978991,7935,West,Rivne,,,,,56,Rivnenska Oblast,Village
4920147,7217,West,Rivne,,,,,1,Rivnenska Oblast,Village
4784590,340,West,Rivne,Manager without any relationship to owner,Female,45,"Secondary special, incomplete higher (technical school, college)",70,Rivnenska Oblast,Urban-type settlement (SMT)
5020554,9898,West,Rivne,Manager without any relationship to owner,Male,37,Higher (master degree or PhD),9500,Rivnenska Oblast,Village
5003055,1756,West,Rivne,Manager without any relationship to owner,Female,46,Higher (master degree or PhD),195,Rivnenska Oblast,Village
4977602,7624,West,Rivne,,,,,650,Rivnenska Oblast,Village
4923283,4096,West,Rivne,,,,,2,Rivnenska Oblast,Village
4795617,4922,West,Rivne,,,,,4,Rivnenska Oblast,Village
4981797,11026,West,Rivne,,,,,2,Rivnenska Oblast,Village
4911115,5176,West,Rivne,,,,,,Rivnenska Oblast,Village
4856533,1076,West,Rivne,,,,,180,Rivnenska Oblast,Village
4856006,577,West,Rivne,,,,,67,Rivnenska Oblast,Town up to 20 000 inhabitants
5020268,5658,West,Rivne,,,,,250,Rivnenska Oblast,Village
4919466,779,West,Rivne,,,,,60,Rivnenska Oblast,Village
4885254,3709,West,Rivne,,,,,7,Rivnenska Oblast,Village
4838712,802,West,Rivne,,,,,2,Rivnenska Oblast,Town up to 20 000 inhabitants
4807915,2728,West,Rivne,,,,,2,Rivnenska Oblast,Village
4798421,1264,West,Rivne,Manager without any relationship to owner,Female,36,Higher (master degree or PhD),432,Rivnenska Oblast,Village
4795287,1716,North,Sumskaya,,,,,220,Sumska Oblast,Urban-type settlement (SMT)
4917582,5865,North,Sumskaya,,,,,240,Sumska Oblast,Village
5008051,3738,North,Sumskaya,,,,,113,Sumska Oblast,Village
4940152,5634,North,Sumskaya,,,,,450,Sumska Oblast,Urban-type settlement (SMT)
4847260,2370,North,Sumskaya,,,,,2,Sumska Oblast,Village
4830925,738,North,Sumskaya,,,,,133,Sumska Oblast,Village
4764679,1559,North,Sumskaya,,,,,950,Sumska Oblast,Village
6393936,8235,North,Sumskaya,,,,,300,Sumska Oblast,Town up to 20 000 inhabitants
4965796,5261,North,Sumskaya,,,,,64,Sumska Oblast,Urban-type settlement (SMT)
4866959,2380,North,Sumskaya,,,,,100,Sumska Oblast,Village
4901292,5420,North,Sumskaya,,,,,48,Sumska Oblast,Village
4913944,5454,North,Sumskaya,Manager without any relationship to owner,Male,40,Higher (master degree or PhD),176,Sumska Oblast,Town up to 20 000 inhabitants
4973662,7999,North,Sumskaya,,,,,450,Sumska Oblast,Town 50 - 99 000 inhabitants
4913192,5905,North,Sumskaya,,,,,150,Sumska Oblast,Urban-type settlement (SMT)
4794934,4895,North,Sumskaya,,,,,70,Sumska Oblast,Village
4768081,1799,North,Sumskaya,Manager without any relationship to owner,Female,24,Higher (master degree or PhD),504,Sumska Oblast,Village
4806481,2822,North,Sumskaya,Manager without any relationship to owner,Female,35,Higher (master degree or PhD),300,Sumska Oblast,City 100-499 000 inhabitants
4794767,4925,North,Sumskaya,,,,,45,Sumska Oblast,Urban-type settlement (SMT)
4820097,1881,North,Sumskaya,,,,,90,Sumska Oblast,Village
4946685,8415,North,Sumskaya,,,,,88,Sumska Oblast,Village
6377358,1138,North,Sumskaya,,,,,100,Sumska Oblast,Village
4983740,11186,North,Sumskaya,,,,,2,Sumska Oblast,Town 20 - 49 000 inhabitants
4803430,317,North,Sumskaya,,,,,70,Sumska Oblast,Town up to 20 000 inhabitants
4994176,8255,North,Sumskaya,,,,,2500,Sumska Oblast,Village
4848037,2188,North,Sumskaya,,,,,70,Sumska Oblast,Village
4965459,5718,North,Sumskaya,,,,,100,Sumska Oblast,Village
4803953,2455,North,Sumskaya,,,,,25,Sumska Oblast,Village
4905795,5835,North,Sumskaya,Manager without any relationship to owner,Female,62,"Secondary special, incomplete higher (technical school, college)",118,Sumska Oblast,Village
4919945,6207,North,Sumskaya,,,,,3,Sumska Oblast,Village
4939513,6424,North,Sumskaya,,,,,120,Sumska Oblast,Village
4862313,1168,North,Sumskaya,,,,,60,Sumska Oblast,Village
6462186,2056,North,Sumskaya,,,,,550,Sumska Oblast,Urban-type settlement (SMT)
4762933,173,North,Sumskaya,Manager without any relationship to owner,Female,43,Higher (master degree or PhD),3500,Sumska Oblast,City 100-499 000 inhabitants
4880191,7190,North,Sumskaya,,,,,4,Sumska Oblast,Urban-type settlement (SMT)
5005024,7889,North,Sumskaya,,,,,164,Sumska Oblast,Village
4973619,7557,North,Sumskaya,,,,,112,Sumska Oblast,Town up to 20 000 inhabitants
4954559,10962,North,Sumskaya,,,,,50,Sumska Oblast,Village
4819713,1372,North,Sumskaya,,,,,1986,Sumska Oblast,Village
4984153,7773,North,Sumskaya,,,,,111,Sumska Oblast,Village
6381895,7794,North,Sumskaya,Manager without any relationship to owner,Female,40,Higher (master degree or PhD),1100,Sumska Oblast,Urban-type settlement (SMT)
4967433,6121,North,Sumskaya,,,,,82,Sumska Oblast,Urban-type settlement (SMT)
4778064,3224,North,Sumskaya,,,,,63,Sumska Oblast,Town up to 20 000 inhabitants
4861232,1396,North,Sumskaya,Manager without any relationship to owner,Female,40,Higher (master degree or PhD),72,Sumska Oblast,Town up to 20 000 inhabitants
4916710,2494,North,Sumskaya,,,,,80,Sumska Oblast,Village
4924874,7007,North,Sumskaya,,,,,180,Sumska Oblast,Town up to 20 000 inhabitants
4904543,6737,North,Sumskaya,,,,,70,Sumska Oblast,Village
5055725,9751,North,Sumskaya,Manager without any relationship to owner,Male,46,Higher (master degree or PhD),306,Sumska Oblast,Urban-type settlement (SMT)
4794366,720,North,Sumskaya,,,,,146,Sumska Oblast,Village
4845665,4378,North,Sumskaya,,,,,98,Sumska Oblast,Town up to 20 000 inhabitants
4794686,1288,North,Sumskaya,,,,,100,Sumska Oblast,Village
4944040,6266,North,Sumskaya,,,,,80,Sumska Oblast,Village
6398272,10153,North,Sumskaya,Manager without any relationship to owner,Female,40,Higher (master degree or PhD),2205,Sumska Oblast,Village
4904746,5336,North,Sumskaya,Relative of owner but not household member,Female,35,Higher (master degree or PhD),119,Sumska Oblast,Village
4992241,8768,North,Sumskaya,,,,,96,Sumska Oblast,Village
4866540,794,North,Sumskaya,,,,,93,Sumska Oblast,City 100-499 000 inhabitants
5006636,9029,North,Sumskaya,Manager without any relationship to owner,Female,39,Higher (master degree or PhD),6000,Sumska Oblast,City 100-499 000 inhabitants
4986431,11127,North,Sumskaya,,,,,400,Sumska Oblast,Urban-type settlement (SMT)
4917235,6291,North,Sumskaya,Manager without any relationship to owner,Female,52,Higher (master degree or PhD),190,Sumska Oblast,Town 50 - 99 000 inhabitants
4806494,3473,North,Sumskaya,,,,,150,Sumska Oblast,Village
6458367,1468,North,Sumskaya,,,,,160,Sumska Oblast,Village
4900082,623,North,Sumskaya,,,,,700,Sumska Oblast,Town up to 20 000 inhabitants
6378582,731,North,Sumskaya,,,,,170,Sumska Oblast,Town up to 20 000 inhabitants
4887107,315,North,Sumskaya,Manager without any relationship to owner,Male,41,Higher (master degree or PhD),158,Sumska Oblast,Urban-type settlement (SMT)
4764846,4481,North,Sumskaya,Relative of owner but not household member,Female,34,Higher (master degree or PhD),4,Sumska Oblast,Village
4968346,5831,North,Sumskaya,,,,,59,Sumska Oblast,Village
4797888,1049,North,Sumskaya,,,,,100,Sumska Oblast,Urban-type settlement (SMT)
4777548,2093,North,Sumskaya,,,,,2,Sumska Oblast,Village
5003268,3127,North,Sumskaya,,,,,124,Sumska Oblast,Village
4825079,2486,North,Sumskaya,,,,,120,Sumska Oblast,Town 50 - 99 000 inhabitants
4982733,9131,North,Sumskaya,,,,,18,Sumska Oblast,Village
4997803,7966,North,Sumskaya,,,,,105,Sumska Oblast,Village
4840805,1600,North,Sumskaya,,,,,5,Sumska Oblast,Village
4917378,5338,North,Sumskaya,,,,,119,Sumska Oblast,Town 20 - 49 000 inhabitants
6400364,11457,North,Sumskaya,,,,,80,Sumska Oblast,Town up to 20 000 inhabitants
4873715,1361,North,Sumskaya,Manager without any relationship to owner,Female,38,"Secondary special, incomplete higher (technical school, college)",2000,Sumska Oblast,City 500 000 + inhabitants
5006821,7746,North,Sumskaya,Manager without any relationship to owner,Female,50,Higher (master degree or PhD),1500,Sumska Oblast,Village
4816052,1979,North,Sumskaya,,,,,50,Sumska Oblast,Village
4794520,4485,North,Sumskaya,Manager without any relationship to owner,Female,42,Higher (master degree or PhD),682,Sumska Oblast,Village
4847273,4232,North,Sumskaya,,,,,85,Sumska Oblast,Village
4947659,9464,North,Sumskaya,,,,,400,Sumska Oblast,Village
4768896,4524,North,Sumskaya,Relative of owner but not household member,Female,58,Higher (master degree or PhD),89,Sumska Oblast,Village
6400871,9929,North,Sumskaya,Manager without any relationship to owner,Male,37,Higher (master degree or PhD),6000,Sumska Oblast,Village
4759299,1889,North,Sumskaya,,,,,82,Sumska Oblast,Urban-type settlement (SMT)
5000350,7520,North,Sumskaya,,,,,102,Sumska Oblast,Urban-type settlement (SMT)
4794727,4074,North,Sumskaya,Relative of owner but not household member,Female,42,Higher (master degree or PhD),300,Sumska Oblast,City 100-499 000 inhabitants
4757651,3729,North,Sumskaya,,,,,22,Sumska Oblast,Village
4785927,3683,North,Sumskaya,,,,,200,Sumska Oblast,Village
4825889,3569,North,Sumskaya,,,,,190,Sumska Oblast,Village
4857567,2626,North,Sumskaya,Manager without any relationship to owner,Female,60,Higher (master degree or PhD),147,Sumska Oblast,City 100-499 000 inhabitants
4828286,1470,North,Sumskaya,,,,,,Sumska Oblast,Village
6298623,11318,North,Sumskaya,,,,,40,Sumska Oblast,Town 20 - 49 000 inhabitants
4798677,4988,North,Sumskaya,,,,,3,Sumska Oblast,Village
4886697,5002,North,Sumskaya,,,,,80,Sumska Oblast,Village
4798052,295,North,Sumskaya,,,,,116,Sumska Oblast,Village
4757673,2821,North,Sumskaya,Manager without any relationship to owner,Female,48,Base higher (bachelor degree),600,Sumska Oblast,Village
5022658,2482,North,Sumskaya,,,,,50,Sumska Oblast,Urban-type settlement (SMT)
4764329,334,North,Sumskaya,Manager without any relationship to owner,Male,34,Higher (master degree or PhD),1349,Sumska Oblast,Village
4994114,8642,North,Sumskaya,,,,,186,Sumska Oblast,Urban-type settlement (SMT)
4794766,3433,North,Sumskaya,,,,,100,Sumska Oblast,Town 20 - 49 000 inhabitants
4852681,1047,North,Sumskaya,Relative of owner but not household member,Female,60,"Secondary special, incomplete higher (technical school, college)",52,Sumska Oblast,Village
4993805,8286,North,Sumskaya,,,,,200,Sumska Oblast,Village
4954731,8790,North,Sumskaya,,,,,120,Sumska Oblast,Village
4777923,536,North,Sumskaya,,,,,102,Sumska Oblast,Urban-type settlement (SMT)
4793397,1230,North,Sumskaya,,,,,93,Sumska Oblast,Village
4940590,3900,North,Sumskaya,,,,,50,Sumska Oblast,Village
4986370,8084,North,Sumskaya,,,,,170,Sumska Oblast,Village
4762647,4521,North,Sumskaya,,,,,10,Sumska Oblast,Village
4967250,5944,North,Sumskaya,,,,,200,Sumska Oblast,Village
4833977,814,North,Sumskaya,,,,,56,Sumska Oblast,Village
4756547,815,North,Sumskaya,,,,,50,Sumska Oblast,Village
4999292,10155,North,Sumskaya,Manager without any relationship to owner,Female,36,Higher (master degree or PhD),5500,Sumska Oblast,Village
4796348,949,North,Sumskaya,Manager without any relationship to owner,Female,57,"Secondary special, incomplete higher (technical school, college)",1600,Sumska Oblast,Village
4919511,483,West,Ternopil,,,,,9,Ternopilska Oblast,Urban-type settlement (SMT)
4966602,6040,West,Ternopil,Manager without any relationship to owner,Female,60,Higher (master degree or PhD),215,Ternopilska Oblast,City 100-499 000 inhabitants
4793910,71,West,Ternopil,,,,,60,Ternopilska Oblast,Village
4790762,3793,West,Ternopil,,,,,2,Ternopilska Oblast,Village
4910857,6099,West,Ternopil,Manager without any relationship to owner,Male,44,Higher (master degree or PhD),69,Ternopilska Oblast,Village
4855551,216,West,Ternopil,Manager without any relationship to owner,Female,65,Higher (master degree or PhD),90,Ternopilska Oblast,Village
4848122,1589,West,Ternopil,,,,,100,Ternopilska Oblast,Village
4920773,6022,West,Ternopil,,,,,425,Ternopilska Oblast,Urban-type settlement (SMT)
4871790,301,West,Ternopil,,,,,180,Ternopilska Oblast,Town 20 - 49 000 inhabitants
5020219,10939,West,Ternopil,Manager without any relationship to owner,Female,27,Higher (master degree or PhD),1300,Ternopilska Oblast,Village
4911089,5832,West,Ternopil,Relative of owner but not household member,Female,40,Higher (master degree or PhD),108,Ternopilska Oblast,Town up to 20 000 inhabitants
6304165,11505,West,Ternopil,,,,,350,Ternopilska Oblast,Urban-type settlement (SMT)
4960862,10910,West,Ternopil,,,,,1,Ternopilska Oblast,Village
4893245,19,West,Ternopil,,,,,68,Ternopilska Oblast,Village
4874872,357,West,Ternopil,Manager without any relationship to owner,Male,48,Higher (master degree or PhD),800,Ternopilska Oblast,Village
4825626,1307,West,Ternopil,Manager without any relationship to owner,Male,31,Higher (master degree or PhD),105,Ternopilska Oblast,Village
6401681,5430,West,Ternopil,Manager without any relationship to owner,Female,40,Higher (master degree or PhD),80,Ternopilska Oblast,Village
4889939,237,West,Ternopil,,,,,1300,Ternopilska Oblast,Village
4905065,5093,West,Ternopil,,,,,104,Ternopilska Oblast,Village
5017227,2624,West,Ternopil,,,,,23,Ternopilska Oblast,Village
4861260,2329,West,Ternopil,,,,,200,Ternopilska Oblast,Village
4806924,4001,West,Ternopil,,,,,1000,Ternopilska Oblast,Village
4848606,4221,West,Ternopil,,,,,85,Ternopilska Oblast,Village
4847230,3890,West,Ternopil,,,,,100,Ternopilska Oblast,Town up to 20 000 inhabitants
6304067,11317,West,Ternopil,Manager without any relationship to owner,Female,58,"Secondary special, incomplete higher (technical school, college)",93,Ternopilska Oblast,Village
4863355,305,West,Ternopil,Manager without any relationship to owner,Male,32,Higher (master degree or PhD),5000,Ternopilska Oblast,City 100-499 000 inhabitants
4756203,4047,West,Ternopil,,,,,40,Ternopilska Oblast,Village
4868184,4491,West,Ternopil,Manager without any relationship to owner,Female,49,Higher (master degree or PhD),2300,Ternopilska Oblast,Town up to 20 000 inhabitants
4795799,3071,West,Ternopil,,,,,68,Ternopilska Oblast,Village
4991438,10647,West,Ternopil,,,,,73,Ternopilska Oblast,Village
4794454,557,West,Ternopil,,,,,80,Ternopilska Oblast,Village
4991843,9480,West,Ternopil,Manager without any relationship to owner,Male,47,Higher (master degree or PhD),86,Ternopilska Oblast,Village
4793633,105,West,Ternopil,,,,,50,Ternopilska Oblast,Town up to 20 000 inhabitants
4917358,84,West,Ternopil,,,,,400,Ternopilska Oblast,Town up to 20 000 inhabitants
4823431,2520,West,Ternopil,,,,,53,Ternopilska Oblast,Village
6386777,11579,West,Ternopil,Manager without any relationship to owner,Female,27,Higher (master degree or PhD),136,Ternopilska Oblast,Town up to 20 000 inhabitants
4952088,9649,West,Ternopil,Manager without any relationship to owner,Male,51,Higher (master degree or PhD),1500,Ternopilska Oblast,Village
4762906,369,West,Ternopil,,,,,124,Ternopilska Oblast,Village
4856332,4406,Central,Vinnytsia,,,,,100,Vinnytska Oblast,Urban-type settlement (SMT)
4793222,4853,Central,Vinnytsia,,,,,8,Vinnytska Oblast,Village
4880853,4024,Central,Vinnytsia,,,,,2,Vinnytska Oblast,Village
4885107,4619,Central,Vinnytsia,,,,,9,Vinnytska Oblast,Village
4944746,10058,Central,Vinnytsia,,,,,75,Vinnytska Oblast,Village
4802778,4453,Central,Vinnytsia,,,,,1,Vinnytska Oblast,Village
4782642,1845,Central,Vinnytsia,,,,,142,Vinnytska Oblast,Village
4957746,2184,Central,Vinnytsia,,,,,400,Vinnytska Oblast,Village
4953763,11051,Central,Vinnytsia,,,,,15,Vinnytska Oblast,Urban-type settlement (SMT)
4900303,2767,Central,Vinnytsia,Manager without any relationship to owner,Female,38,Higher (master degree or PhD),87,Vinnytska Oblast,Village
4900695,6761,Central,Vinnytsia,Relative of owner but not household member,Male,32,Higher (master degree or PhD),29,Vinnytska Oblast,Urban-type settlement (SMT)
4852220,2636,Central,Vinnytsia,Relative of owner but not household member,Male,43,Higher (master degree or PhD),1633,Vinnytska Oblast,Village
4848364,1259,Central,Vinnytsia,,,,,92,Vinnytska Oblast,Village
4893063,7223,Central,Vinnytsia,,,,,30,Vinnytska Oblast,Village
5017246,10450,Central,Vinnytsia,,,,,40,Vinnytska Oblast,Village
4905993,6282,Central,Vinnytsia,,,,,80,Vinnytska Oblast,Village
6452437,10842,Central,Vinnytsia,Manager without any relationship to owner,Female,52,Higher (master degree or PhD),2400,Vinnytska Oblast,Village
4967299,6612,Central,Vinnytsia,,,,,30,Vinnytska Oblast,Village
4968321,2996,Central,Vinnytsia,,,,,80,Vinnytska Oblast,Urban-type settlement (SMT)
4826275,2150,Central,Vinnytsia,,,,,50,Vinnytska Oblast,Village
4923344,6970,Central,Vinnytsia,Manager without any relationship to owner,Female,51,Higher (master degree or PhD),50,Vinnytska Oblast,Town 20 - 49 000 inhabitants
4915952,6416,Central,Vinnytsia,,,,,123,Vinnytska Oblast,Village
4965933,4515,Central,Vinnytsia,,,,,7,Vinnytska Oblast,Village
4810255,3012,Central,Vinnytsia,,,,,36,Vinnytska Oblast,Village
4893052,6305,Central,Vinnytsia,,,,,34,Vinnytska Oblast,Village
4758638,2402,Central,Vinnytsia,,,,,57,Vinnytska Oblast,Village
4948232,11000,Central,Vinnytsia,,,,,2,Vinnytska Oblast,Village
6295933,11670,Central,Vinnytsia,,,,,5,Vinnytska Oblast,Village
4997209,9976,Central,Vinnytsia,Manager without any relationship to owner,Female,33,Base higher (bachelor degree),350,Vinnytska Oblast,Village
4780395,1233,Central,Vinnytsia,,,,,93,Vinnytska Oblast,Village
4884489,7104,Central,Vinnytsia,,,,,4,Vinnytska Oblast,Village
4850299,3069,Central,Vinnytsia,,,,,100,Vinnytska Oblast,Village
4830144,2403,Central,Vinnytsia,,,,,120,Vinnytska Oblast,Village
4914402,7116,Central,Vinnytsia,,,,,75,Vinnytska Oblast,Village
4952952,7668,Central,Vinnytsia,Manager without any relationship to owner,Female,51,Higher (master degree or PhD),1637,Vinnytska Oblast,Village
4794216,100,Central,Vinnytsia,,,,,50,Vinnytska Oblast,Village
4909195,5311,Central,Vinnytsia,,,,,100,Vinnytska Oblast,Village
4769757,397,Central,Vinnytsia,,,,,73,Vinnytska Oblast,Urban-type settlement (SMT)
4962492,6490,Central,Vinnytsia,Other (specify),Female,48,Higher (master degree or PhD),118,Vinnytska Oblast,Village
4940292,5991,Central,Vinnytsia,,,,,69,Vinnytska Oblast,Urban-type settlement (SMT)
4818235,2593,Central,Vinnytsia,Manager without any relationship to owner,Male,64,Higher (master degree or PhD),71,Vinnytska Oblast,Village
6452034,8114,Central,Vinnytsia,,,,,600,Vinnytska Oblast,Village
4937318,5057,Central,Vinnytsia,,,,,119,Vinnytska Oblast,Village
4915875,6918,Central,Vinnytsia,,,,,13,Vinnytska Oblast,Village
6394513,8994,Central,Vinnytsia,Manager without any relationship to owner,Female,52,"Secondary special, incomplete higher (technical school, college)",776,Vinnytska Oblast,Village
4772503,4828,Central,Vinnytsia,Manager without any relationship to owner,Female,47,Higher (master degree or PhD),907,Vinnytska Oblast,Village
4911806,6098,Central,Vinnytsia,,,,,126,Vinnytska Oblast,Village
4999571,9734,Central,Vinnytsia,Manager without any relationship to owner,Female,40,Higher (master degree or PhD),588,Vinnytska Oblast,Town up to 20 000 inhabitants
4767783,2199,Central,Vinnytsia,,,,,,Vinnytska Oblast,Village
4813994,1126,Central,Vinnytsia,,,,,120,Vinnytska Oblast,Village
4777626,2998,Central,Vinnytsia,,,,,59,Vinnytska Oblast,Village
4920365,5563,Central,Vinnytsia,,,,,370,Vinnytska Oblast,Village
4807041,2124,Central,Vinnytsia,,,,,47,Vinnytska Oblast,Urban-type settlement (SMT)
4932638,5559,Central,Vinnytsia,,,,,336,Vinnytska Oblast,Village
4806973,1994,Central,Vinnytsia,Manager without any relationship to owner,Male,48,Higher (master degree or PhD),83,Vinnytska Oblast,Village
5026364,11032,Central,Vinnytsia,,,,,1,Vinnytska Oblast,Village
4863089,2569,Central,Vinnytsia,,,,,68,Vinnytska Oblast,Village
4881316,3928,Central,Vinnytsia,Relative of owner but not household member,Female,56,"Secondary special, incomplete higher (technical school, college)",96,Vinnytska Oblast,Village
6290432,11479,Central,Vinnytsia,,,,,1840,Vinnytska Oblast,Village
6377485,6960,Central,Vinnytsia,,,,,250,Vinnytska Oblast,Village
4907968,6289,Central,Vinnytsia,Manager without any relationship to owner,Female,51,Higher (master degree or PhD),88,Vinnytska Oblast,Village
4910807,5249,Central,Vinnytsia,,,,,100,Vinnytska Oblast,Urban-type settlement (SMT)
4978269,8030,Central,Vinnytsia,Manager without any relationship to owner,Female,45,Higher (master degree or PhD),1500,Vinnytska Oblast,Town 20 - 49 000 inhabitants
